,id,budget,popularity,revenue,title,vote_average,vote_count,director_id,year,month,day
1160,44757,40000000,68,320170008,The Conjuring 2,7.0,1949,4794,2016,May,Friday
1161,44758,40000000,69,224920315,The Social Network,7.1,3391,4829,2010,Sep,Thursday
1163,44760,45000000,32,178262620,Scary Movie 4,5.3,750,5253,2006,Apr,Thursday
1164,44761,40000000,24,161834276,Scream 3,5.7,736,5307,2000,Feb,Thursday
1165,44762,40000000,45,244527583,Back to the Future Part III,7.1,2900,4804,1990,May,Friday
1167,44764,40000000,45,215862692,Dracula,7.1,1056,5179,1992,Nov,Friday
1169,44766,40000000,31,95020213,42,6.8,787,5196,2013,Apr,Friday
1171,44768,40000000,67,169837010,Dumb and Dumber To,5.4,1127,5067,2014,Nov,Wednesday
1173,44770,35000000,53,194564672,The Intern,7.1,1881,4978,2015,Sep,Thursday
1174,44771,40000000,25,124827316,Ride Along 2,6.1,555,4894,2016,Jan,Thursday
1175,44772,40000000,37,75505856,The Last of the Mohicans,7.1,732,4918,1992,Sep,Friday
1176,44773,40000000,21,124731534,Ray,7.2,467,5093,2004,Oct,Friday
1177,44774,40000000,66,158733820,Sin City,7.2,2691,5097,2005,Apr,Friday
1180,44777,40000000,29,141069860,Shallow Hal,5.7,731,5067,2001,Nov,Thursday
1181,44778,40000000,26,205405498,JFK,7.5,502,4839,1991,Dec,Friday
1182,44779,40000000,17,138259062,Big Momma's House 2,5.4,371,5191,2006,Jan,Thursday
1183,44780,57000000,21,147845033,The Mexican,5.8,441,4763,2001,Mar,Thursday
1186,44783,40000000,32,186167139,The Final Destination,5.4,831,5262,2009,Aug,Wednesday
1187,44784,40000000,48,165478348,Bridge of Spies,7.2,2583,4799,2015,Oct,Thursday
1189,44786,40000000,17,90029656,Get Him to the Greek,5.9,612,5310,2010,Jun,Friday
1190,44787,50000000,14,170128460,Shall We Dance?,5.9,297,4921,2004,Oct,Friday
1191,44788,40000000,23,54682547,Small Soldiers,6.2,511,5017,1998,Jul,Friday
1193,44790,35000000,26,75395048,The Count of Monte Cristo,7.3,453,4814,2002,Jan,Wednesday
1195,44792,30000000,38,130786397,Unknown,6.5,1265,5202,2011,Feb,Wednesday
1196,44793,40000000,74,109676311,The Prestige,8.0,4391,4765,2006,Oct,Thursday
1200,44797,40000000,23,191185897,The Living Daylights,6.2,440,5292,1987,Jun,Monday
1202,44799,0,7,0,Legal Eagles,5.8,51,5005,1986,Jun,Wednesday
1203,44800,40000000,32,92913171,Secret Window,6.4,972,5147,2004,Mar,Friday
1208,44805,40000000,14,67347013,Jersey Boys,6.8,255,5087,2014,Jun,Thursday
1209,44806,40000000,12,45916769,The Rainmaker,6.7,235,5179,1997,Nov,Tuesday
1211,44808,36000000,3,74000000,Amistad,6.8,316,4799,1997,Dec,Wednesday
1212,44809,40000000,7,0,Medicine Man,5.8,114,4890,1992,Feb,Friday
1214,44811,40000000,14,0,Ri¢hie Ri¢h,5.4,415,5132,1994,Dec,Monday
1218,44815,40000000,15,41863726,The Guilt Trip,5.4,284,5303,2012,Dec,Wednesday
1219,44816,40000000,35,97138686,Scream 4,6.1,902,5307,2011,Apr,Monday
1220,44817,40000000,25,96618699,8MM,6.1,474,4892,1999,Feb,Friday
1221,44818,38000000,10,34416893,The Doors,6.7,275,4839,1991,Mar,Friday
1227,44824,30000000,9,50451307,Fever Pitch,5.9,182,5067,2005,Apr,Wednesday
1231,44828,40000000,31,55247881,Extremely Loud & Incredibly Close,6.9,708,5323,2011,Dec,Saturday
1235,44832,40000000,10,31670620,Rent,6.7,155,4885,2005,Nov,Wednesday
1236,44833,40000000,3,0,Bless the Child,4.9,71,4926,2000,Aug,Friday
1239,44836,40000000,3,27053815,The Musketeer,5.2,56,4935,2001,Sep,Friday
1242,44839,40000000,13,62771059,The Reaping,5.4,205,5008,2007,Apr,Thursday
1251,44848,45000000,14,20350754,Showgirls,4.9,256,4889,1995,Sep,Friday
1257,44854,40000000,41,46471023,Fantastic Mr. Fox,7.5,1176,5228,2009,Oct,Friday
1258,44855,40000000,8,16872671,Life or Something Like It,5.7,124,5152,2002,Apr,Friday
1259,44856,40000000,7,14358033,Memoirs of an Invisible Man,5.7,125,5227,1992,Feb,Friday
1260,44857,10000000,73,173921954,Amélie,7.8,3310,5125,2001,Apr,Wednesday
1266,44863,40000000,16,28169671,Cirque du Freak: The Vampire's Assistant,5.5,348,4924,2009,Oct,Friday
1268,44865,0,5,0,Soul Men,6.3,47,5338,2008,Nov,Friday
1272,44869,40000000,9,0,Impostor,6.1,135,5207,2001,Dec,Monday
1275,44872,50000000,51,32017803,Sunshine,7.0,1182,5222,2007,Apr,Thursday
1276,44873,40000000,13,22044277,A Thousand Words,6.0,373,5115,2012,Mar,Wednesday
1283,44880,30000000,14,0,The Hudsucker Proxy,7.1,275,5135,1994,Mar,Friday
1289,44886,15000000,44,94000000,The Crow,7.3,953,4865,1994,May,Wednesday
1291,44888,39000000,37,101229792,The Time Traveler's Wife,6.7,798,4886,2009,Aug,Friday
1293,44890,39000000,27,35287788,Frankenweenie,6.6,932,4785,2012,Oct,Thursday
1297,44894,40000000,21,44907260,Grudge Match,6.0,433,4989,2013,Dec,Wednesday
1298,44895,80341000,14,127814609,Red Cliff,7.1,205,4893,2008,Jul,Thursday
1299,44896,30000000,18,180622424,Sweet Home Alabama,6.0,394,5039,2002,Sep,Thursday
1300,44897,38000000,22,205298907,The Ugly Truth,6.4,972,5035,2009,Jul,Friday
1302,44899,38000000,24,119723358,Spy Kids 2: The Island of Lost Dreams,5.3,521,5097,2002,Aug,Wednesday
1305,44902,38000000,16,114156230,Water for Elephants,6.7,850,4831,2011,Mar,Tuesday
1308,44905,38000000,11,51801187,Enough,6.2,264,4838,2002,May,Friday
1310,44907,38000000,41,107597242,Paul Blart: Mall Cop 2,5.0,567,5203,2015,Apr,Thursday
1313,44910,38000000,30,58401898,The Ninth Gate,6.3,756,5096,1999,Aug,Tuesday
1314,44911,38000000,3,17380126,Extreme Measures,5.7,80,4838,1996,Sep,Friday
1315,44912,57000000,11,16991902,Rock Star,6.0,190,5152,2001,Sep,Tuesday
1317,44914,38000000,10,10300000,White Squall,6.3,86,4779,1996,Feb,Friday
1318,44915,15000000,52,19629760,The Thing,7.8,1588,5227,1982,Jun,Friday
1321,44918,0,5,0,Texas Rangers,5.4,19,5362,2001,Nov,Friday
1323,44920,32000000,25,28258060,The Master,7.0,701,5363,2012,Sep,Friday
1325,44922,40000000,3,9793496,The Express,7.1,71,5207,2008,Oct,Friday
1329,44926,40000000,27,79700000,What to Expect When You're Expecting,5.8,594,5367,2012,May,Thursday
1330,44927,37000000,31,163720069,Burn After Reading,6.5,1222,5135,2008,Sep,Friday
1332,44929,38000000,33,90247624,Rush,7.7,2277,4846,2013,Sep,Monday
1333,44930,37000000,30,48451803,Magnolia,7.5,825,5363,1999,Dec,Wednesday
1334,44931,30000000,25,55583804,Cop Out,5.3,511,5369,2010,Feb,Friday
1337,44934,37000000,127,392616625,Twilight,5.8,3561,5293,2008,Nov,Thursday
1339,44936,65000000,16,117758500,Blue Streak,6.1,352,5002,1999,Sep,Friday
1347,44944,36000000,19,44350926,A Man Apart,5.8,258,5033,2003,Apr,Friday
1348,44945,37000000,29,26250020,Aloha,5.2,692,5056,2015,May,Wednesday
1349,44946,0,8,0,Ghosts of Mississippi,6.2,40,5101,1996,Dec,Friday
1350,44947,0,2,0,Snow Falling on Cedars,6.3,32,5375,1999,Dec,Wednesday
1352,44949,36000000,70,12532777,Gattaca,7.5,1808,5226,1997,Sep,Sunday
1356,44953,35000000,82,459270619,The Hangover,7.2,6173,4993,2009,Jun,Friday
1358,44955,33000000,18,310940086,Austin Powers: The Spy Who Shagged Me,6.2,1011,4948,1999,Jun,Tuesday
1359,44956,35000000,44,411348924,Batman,7.0,2096,4785,1989,Jun,Friday
1361,44958,35000000,36,321731527,Lethal Weapon 3,6.4,811,4866,1992,May,Friday
1363,44960,35000000,21,147934180,Spy Kids,5.5,867,5097,2001,Mar,Sunday
1365,44962,38000000,49,252276927,True Grit,7.2,1668,5135,2010,Dec,Wednesday
1369,44966,35000000,27,182300000,Cape Fear,7.0,675,4809,1991,Nov,Friday
1370,44967,35000000,45,69823199,21,6.5,1375,5035,2008,Mar,Thursday
1371,44968,35000000,72,140795793,Trainwreck,5.9,1181,5047,2015,Jul,Friday
1374,44971,35000000,24,126216940,L.A. Confidential,7.7,1310,5182,1997,Sep,Friday
1376,44973,35000000,11,0,In & Out,6.3,177,4947,1997,Sep,Wednesday
1377,44974,35000000,23,113374103,Species,5.5,453,4904,1995,Jul,Friday
1378,44975,1800000,38,25504513,A Nightmare on Elm Street,7.2,1180,5307,1984,Nov,Wednesday
1385,44982,35000000,50,108758521,Neighbors 2: Sorority Rising,5.6,1462,5310,2016,May,Wednesday
1387,44984,34000000,19,48169908,Malcolm X,7.2,370,5195,1992,Nov,Wednesday
1388,44985,35000000,38,88058786,This Is 40,5.6,896,5047,2012,Dec,Thursday
1392,44989,0,6,0,The Benchwarmers,5.2,242,4964,2006,Apr,Friday
1394,44991,35000000,40,41954997,Donnie Brasco,7.4,1147,4797,1997,Feb,Thursday
1395,44992,33000000,40,102984862,Resident Evil,6.4,2065,4974,2002,Mar,Friday
1397,44994,0,23,0,The Ladykillers,6.0,415,5135,2004,Mar,Thursday
1399,44996,40000000,60,173930596,In Time,6.7,3417,5226,2011,Oct,Thursday
1405,45002,35000000,50,120072577,The Pianist,8.0,1864,5096,2002,Sep,Tuesday
1406,45003,35000000,3,0,The Nativity Story,6.4,35,5293,2006,Dec,Friday
1407,45004,40000000,17,68766121,House of Wax,5.5,677,5202,2005,Apr,Saturday
1408,45005,27000000,22,115505027,Closer,6.7,811,5031,2004,Dec,Wednesday
1409,45006,35000000,28,84606030,J. Edgar,6.0,741,5087,2011,Nov,Wednesday
1412,45009,35000000,27,57120318,Predator 2,5.9,730,5008,1990,Nov,Tuesday
1416,45013,35000000,14,36098382,Jersey Girl,5.8,325,5369,2004,Mar,Thursday
1417,45014,45000000,14,30353232,Alex Cross,5.1,300,4810,2012,Oct,Thursday
1418,45015,35000000,5,25105255,Midnight in the Garden of Good and Evil,6.3,157,5087,1997,Nov,Friday
1425,45022,35000000,19,82087155,Abduction,5.6,961,5024,2011,Sep,Thursday
1427,45024,35000000,9,0,Wonder Boys,6.9,161,5182,2000,Feb,Tuesday
1430,45027,35000000,11,19294901,Cursed,5.1,167,5307,2005,Feb,Friday
1431,45028,35000000,17,31083599,Premium Rush,6.2,832,5147,2012,Aug,Friday
1432,45029,35000000,18,51680201,Hot Pursuit,5.4,647,5303,2015,May,Friday
1434,45031,35000000,28,46216641,Parker,5.7,1455,5093,2013,Jan,Wednesday
1439,45036,35000000,9,63215872,Lions for Lambs,6.0,216,5111,2007,Oct,Monday
1442,45039,0,11,0,The Shipping News,6.4,108,5405,2001,Dec,Tuesday
1443,45040,35000000,6,13678913,American Outlaws,5.7,55,5002,2001,Aug,Friday
1448,45045,35000000,27,17508518,Sabotage,5.5,555,4811,2014,Mar,Friday
1449,45046,35000000,3,11560806,The Order,4.8,91,5196,2003,Sep,Friday
1452,45049,35000000,37,61181942,The Walk,6.9,1121,4804,2015,Sep,Wednesday
1454,45051,35000000,16,42064105,A Good Year,6.5,357,4779,2006,Sep,Saturday
1455,45052,35000000,3,4651977,Radio Flyer,6.6,53,4866,1992,Feb,Friday
1456,45053,35000000,9,0,Bound by Honor,7.7,115,5093,1993,Feb,Friday
1458,45055,35000000,9,16838910,Femme Fatale,6.2,142,4967,2002,Nov,Wednesday
1461,45058,38000000,5,635096,Ride with the Devil,6.6,49,4867,1999,Nov,Wednesday
1462,45059,0,13,25147786,Biutiful,7.0,291,4874,2010,Oct,Wednesday
1467,45064,34000000,9,32255440,The Age of Innocence,7.0,169,4809,1993,Sep,Friday
1468,45065,35000000,24,15304890,The Fountain,6.8,827,4881,2006,Sep,Wednesday
1470,45067,35000000,16,2106557,Stolen,5.1,344,4930,2012,May,Thursday
1478,45075,40000000,40,243240178,A Few Good Men,7.1,877,5101,1992,Dec,Friday
1479,45076,50000000,12,79958599,Exit Wounds,5.3,110,5061,2001,Mar,Tuesday
1480,45077,30000000,24,173959438,Big Momma's House,5.6,506,4913,2000,May,Wednesday
1484,45081,33000000,19,62022014,Snakes on a Plane,5.1,497,5262,2006,Aug,Sunday
1489,45086,33000000,9,0,Pushing Tin,5.7,116,4797,1999,Apr,Friday
1492,45089,32000000,33,113019290,The Reader,7.2,813,5323,2008,Dec,Wednesday
1494,45091,32000000,16,173398518,Elf,6.4,987,4808,2003,Oct,Thursday
1495,45092,32000000,15,152036382,Phenomenon,6.2,323,4832,1996,Jul,Friday
1496,45093,33000000,13,0,Snow Dogs,5.3,185,5116,2002,Jan,Friday
1497,45094,0,21,60328000,Scrooged,6.7,390,4866,1988,Nov,Tuesday
1505,45102,32000000,15,83615414,"Big Mommas: Like Father, Like Son",5.3,313,5191,2011,Feb,Wednesday
1508,45105,30000000,23,77566815,The Number 23,6.3,1018,4892,2007,Feb,Friday
1509,45106,33000000,10,9494789,The Young and Prodigious T.S. Spivet,6.7,232,5125,2013,Oct,Wednesday
1510,45107,35000000,10,31755742,1941,5.6,143,4799,1979,Dec,Thursday
1512,45109,32000000,34,60740827,A History of Violence,6.9,832,5229,2005,Sep,Friday
1513,45110,32000000,47,85167639,Transporter 2,6.2,1061,4873,2005,Aug,Tuesday
1514,45111,32000000,16,18552460,The Quick and the Dead,6.3,427,4767,1995,Feb,Thursday
1516,45113,32000000,15,0,Bringing Out the Dead,6.6,225,4809,1999,Oct,Friday
1523,45120,32000000,5,5914908,The Good German,5.9,86,4909,2006,Dec,Friday
1525,45122,31500000,49,89460381,Apocalypse Now,8.0,2055,5179,1979,Aug,Wednesday
1527,45124,0,6,106269971,Mr. Holland's Opus,6.9,113,5152,1995,Dec,Friday
1529,45126,31000000,13,128499205,Out of Africa,7.0,279,4965,1985,Dec,Friday
1530,45127,31000000,42,161772375,Flight,6.5,2415,4804,2012,Nov,Friday
1532,45129,30000000,74,174600318,The Grand Budapest Hotel,8.0,4519,5228,2014,Feb,Wednesday
1533,45130,31000000,7,24185781,Hearts in Atlantis,6.4,131,5375,2001,Sep,Friday
1537,45134,30250000,15,115101622,Get Shorty,6.4,302,4776,1995,Oct,Friday
1538,45135,45000000,32,306776732,Chicago,6.9,677,4775,2002,Dec,Thursday
1539,45136,34200000,34,234801895,Big Daddy,6.1,875,4964,1999,Jun,Friday
1542,45139,30000000,49,350448145,Speed,6.8,1783,4915,1994,Jun,Thursday
1546,45143,30000000,46,199200000,The Hunt for Red October,7.2,957,4890,1990,Mar,Friday
1549,45146,30000000,37,191502426,The Addams Family,6.7,848,4776,1991,Nov,Friday
1551,45148,37000000,40,165335153,The Princess Diaries,6.5,1023,5053,2001,Aug,Friday
1553,45150,33000000,79,327311859,Se7en,8.1,5765,4829,1995,Sep,Friday
1556,45153,25000000,31,156822020,Mystic River,7.6,1422,5087,2003,Oct,Tuesday
1557,45154,30000000,70,216763646,Million Dollar Baby,7.7,2439,5087,2004,Dec,Wednesday
1558,45155,80000000,29,176885658,Analyze This,6.4,503,5130,1999,Mar,Friday
1560,45157,30000000,30,160259319,27 Dresses,6.1,978,5303,2008,Jan,Thursday
1561,45158,35000000,13,155545279,Hannah Montana: The Movie,6.0,449,4921,2009,Apr,Friday
1564,45161,30000000,26,160638883,Legends of the Fall,7.2,619,4863,1994,Dec,Friday
1565,45162,25000000,33,163670000,Up in the Air,6.7,1205,5450,2009,Sep,Saturday
1566,45163,30000000,19,105834556,About Schmidt,6.7,362,5451,2002,Dec,Friday
1569,45166,0,9,0,Down to Earth,4.9,95,4780,2001,Feb,Friday
1572,45169,30000000,50,105173115,Forgetting Sarah Marshall,6.4,1172,5310,2008,Apr,Thursday
1573,45170,45000000,24,92374674,Four Brothers,6.7,607,5024,2005,Aug,Thursday
1576,45173,30000000,33,114663461,Bride Wars,5.9,856,4995,2009,Jan,Friday
1578,45175,37000000,41,96455697,13 Going on 30,6.3,1204,4995,2004,Apr,Tuesday
1579,45176,30000000,43,151119219,Midnight in Paris,7.4,1990,5457,2011,May,Wednesday
1585,45182,30000000,28,51132598,The Naked Gun 33⅓: The Final Insult,6.3,521,4989,1994,Mar,Friday
1586,45183,30000000,27,152427960,A View to a Kill,6.0,506,5292,1985,May,Friday
1588,45185,30000000,29,156835339,P.S. I Love You,6.9,977,5235,2007,Nov,Thursday
1590,45187,30000000,33,129266061,Atonement,7.4,1049,4857,2007,Aug,Wednesday
1591,45188,30000000,16,0,Letters to Juliet,6.6,796,4995,2010,May,Friday
1592,45189,30000000,11,45892212,Black Rain,6.2,243,4779,1989,Sep,Friday
1593,45190,30000000,14,54819301,The Three Stooges,4.9,140,5067,2012,Apr,Friday
1594,45191,40000000,43,117195061,Corpse Bride,7.2,1894,4785,2005,Sep,Friday
1597,45194,30000000,65,91709827,Southpaw,7.3,2067,5034,2015,Jun,Monday
1598,45195,30000000,45,90810892,Drag Me to Hell,6.2,966,4767,2009,Mar,Sunday
1601,45198,30000000,25,159291809,Step Up 3D,6.6,582,4868,2010,Aug,Wednesday
1603,45200,30000000,32,53653224,Stranger Than Fiction,7.1,721,4773,2006,Sep,Saturday
1606,45203,30000000,10,84646831,Meet the Spartans,3.7,359,5465,2008,Jan,Thursday
1609,45206,25000000,12,38748395,Little Shop of Horrors,6.6,384,4947,1986,Dec,Friday
1610,45207,30000000,31,63782078,Hanna,6.5,1263,4857,2011,Apr,Thursday
1618,45215,30000000,48,63372757,Side Effects,6.4,1323,4909,2013,Feb,Thursday
1626,45223,0,20,60896147,My Super Ex-Girlfriend,4.8,442,5005,2006,Jun,Tuesday
1630,45227,30000000,27,53909751,The Five-Year Engagement,5.7,457,5310,2012,Apr,Friday
1635,45232,30000000,9,19204929,The Replacement Killers,6.0,127,5034,1998,Feb,Friday
1638,45235,30000000,20,102820008,Love & Other Drugs,6.6,1233,4863,2010,Nov,Monday
1644,45241,30000000,10,31148328,Pride and Glory,6.3,240,5489,2008,Sep,Tuesday
1646,45243,30000000,4,15368897,Alex & Emma,5.0,68,5101,2003,Jun,Monday
1651,45248,0,3,0,In Dreams,5.4,44,5193,1999,Jan,Friday
1657,45254,30000000,6,18618284,An Unfinished Life,6.7,161,5405,2005,Sep,Friday
1658,45255,30000000,37,64352607,The Imaginarium of Doctor Parnassus,6.3,869,5014,2009,Oct,Thursday
1662,45259,18000000,16,26828365,Glory,7.4,383,4863,1989,Dec,Friday
1666,45263,0,2,0,The Good Thief,6.0,31,5193,2003,Apr,Thursday
1674,45271,30000000,48,0,Wild Card,5.4,656,4930,2015,Jan,Wednesday
1675,45272,30000000,13,2527904,Machine Gun Preacher,6.4,286,4773,2011,Sep,Friday
1684,45281,28000000,35,186438883,Walk the Line,7.3,718,4900,2005,Sep,Tuesday
1687,45284,0,16,0,Frost/Nixon,7.2,328,4846,2008,Oct,Wednesday
1688,45285,30000000,18,33013805,Confessions of a Dangerous Mind,6.6,275,5059,2002,Dec,Monday
1692,45289,0,4,0,Mumford,6.3,26,5082,1999,Sep,Friday
1696,45293,28000000,61,201634991,Straight Outta Compton,7.7,1355,5033,2015,Aug,Thursday
1697,45294,28000000,66,333000000,Indiana Jones and the Temple of Doom,7.1,2781,4799,1984,May,Wednesday
1699,45296,60000000,21,105178561,Along Came a Spider,6.1,400,4859,2001,Apr,Friday
1700,45297,29000000,19,48902953,Florence Foster Jenkins,6.6,392,5249,2016,May,Friday
1701,45298,29000000,27,98185582,Once Upon a Time in Mexico,6.2,594,5097,2003,Sep,Thursday
1702,45299,28000000,66,140767956,Die Hard,7.5,3948,4890,1988,Jul,Friday
1704,45301,28000000,57,133346506,The Big Short,7.3,2607,4925,2015,Dec,Friday
1705,45302,0,11,0,Taking Woodstock,6.2,127,4867,2009,Sep,Thursday
1706,45303,28000000,7,64445708,Miracle,7.0,159,5489,2004,Feb,Friday
1707,45304,28000000,44,102356381,Dawn of the Dead,6.8,1016,4771,2004,Mar,Friday
1708,45305,35000000,14,94728529,The Wedding Planner,5.5,427,4998,2001,Jan,Friday
1710,45307,21000000,24,71441250,The Royal Tenenbaums,7.4,1286,5228,2001,Oct,Friday
1711,45308,30000000,45,90259536,Identity,7.1,1061,4900,2003,Apr,Friday
1712,45309,28000000,28,134402450,Last Vegas,6.4,799,4832,2013,Oct,Thursday
1713,45310,28000000,26,195312802,For Your Eyes Only,6.3,490,5292,1981,Jun,Tuesday
1714,45311,28000000,14,77516304,Serendipity,6.6,521,4921,2001,Oct,Friday
1715,45312,27000000,13,101646581,Timecop,5.5,282,4935,1994,Sep,Thursday
1716,45313,28000000,38,60780981,Zoolander,6.1,1337,4960,2001,Sep,Friday
1717,45314,28000000,37,97594140,Safe Haven,6.9,823,5405,2013,Feb,Thursday
1718,45315,28000000,18,39514713,Hocus Pocus,6.4,471,5113,1993,Jul,Friday
1719,45316,28000000,15,92601050,No Reservations,6.1,327,5375,2007,Jul,Wednesday
1723,45320,28000000,22,100654149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493,5519,2014,Oct,Wednesday
1724,45321,28000000,36,121147947,Pride & Prejudice,7.7,1358,4857,2005,Sep,Friday
1725,45322,28000000,94,33139618,Blade Runner,7.9,3509,4779,1982,Jun,Friday
1727,45324,28000000,41,52597999,3 Days to Kill,6.0,883,4793,2014,Feb,Friday
1731,45328,28000000,22,38159905,Just My Luck,5.8,491,5132,2006,May,Friday
1732,45329,28000000,4,8888143,"Mystery, Alaska",6.0,69,4948,1999,Oct,Friday
1733,45330,28000000,14,45236543,The Spy Next Door,5.5,345,5116,2010,Jan,Friday
1735,45332,28000000,13,14010832,Ghosts of Mars,4.8,296,5227,2001,Aug,Friday
1736,45333,28000000,12,7002261,Our Brand Is Crisis,5.8,195,5231,2015,Sep,Friday
1738,45335,28000000,7,5684789,Kundun,6.8,91,4809,1997,Dec,Thursday
1743,45340,27500000,25,187500000,Octopussy,6.2,527,5292,1983,Jun,Sunday
1744,45341,30000000,22,219076518,Knocked Up,6.2,1214,5047,2007,Jun,Friday
1746,45343,35000000,6,43650785,Welcome Home Roscoe Jenkins,5.7,57,5338,2008,Feb,Friday
1752,45349,27000000,18,60527873,Kiss the Girls,6.2,345,5207,1997,Oct,Friday
1753,45350,27000000,44,115229890,The Blues Brothers,7.5,1065,5217,1980,Jun,Tuesday
1756,45353,27000000,28,129000000,About a Boy,6.6,607,4780,2002,Apr,Friday
1757,45354,27000000,11,56870414,Lake Placid,5.5,247,5362,1999,Jul,Thursday
1760,45357,30000000,16,15395087,Anonymous,6.3,288,4803,2011,Oct,Friday
1761,45358,27000000,47,20158808,The NeverEnding Story,7.0,1002,4833,1984,Apr,Thursday
1762,45359,27000000,39,27200316,Dark City,7.2,828,4865,1998,Feb,Friday
1765,45362,27000000,3,76000000,The Newton Boys,5.9,44,5535,1998,Mar,Thursday
1769,45366,27000000,14,85564310,Spy Kids: All the Time in the World,4.4,222,5097,2011,Aug,Thursday
1772,45369,0,5,4488529,Flawless,5.9,56,4892,1999,Nov,Friday
1773,45370,27000000,17,21148829,Mindhunters,6.3,333,4958,2004,May,Friday
1774,45371,25000000,8,6673422,What Just Happened,5.2,127,5037,2008,Oct,Friday
1776,45373,0,0,0,The Magic Flute,6.9,6,4847,2006,Sep,Thursday
1778,45375,26000000,24,110230332,Freaky Friday,6.0,879,4955,2003,Aug,Sunday
1779,45376,26000000,38,109449237,The 40 Year Old Virgin,6.2,1983,5047,2005,Aug,Thursday
1780,45377,25000000,31,289317794,Shakespeare in Love,6.8,796,5157,1998,Dec,Friday
1782,45379,15000000,5,201957688,Kindergarten Cop,5.8,628,5005,1990,Dec,Friday
1783,45380,27000000,41,101624843,Pineapple Express,6.6,1148,5231,2008,Aug,Wednesday
1784,45381,26000000,21,65705772,Ever After: A Cinderella Story,6.8,399,5039,1998,Jul,Friday
1786,45383,26000000,24,61489265,Flatliners,6.3,404,4892,1990,Aug,Thursday
1788,45385,26000000,8,57891803,Red Eye,6.2,455,5307,2005,Aug,Thursday
1789,45386,26000000,37,90426405,Final Destination 2,5.9,1023,5262,2003,Jan,Friday
1790,45387,26000000,39,71868327,"O Brother, Where Art Thou?",7.3,1112,5135,2000,Aug,Wednesday
1792,45389,25000000,31,86175291,Pain & Gain,6.1,1573,4788,2013,Apr,Thursday
1793,45390,0,15,0,In Good Company,5.9,194,4924,2004,Dec,Wednesday
1795,45392,26000000,10,0,Silverado,7.1,146,5082,1985,Jul,Wednesday
1798,45395,56000000,21,142044638,New Year's Eve,5.7,718,5053,2011,Dec,Thursday
1801,45398,30000000,3,14000000,Welcome to Mooseport,4.8,54,5132,2004,Feb,Tuesday
1805,45402,0,9,0,The Curse of the Jade Scorpion,6.5,165,5457,2001,Aug,Sunday
1806,45403,26000000,5,0,Accidental Love,3.9,95,5123,2015,Feb,Tuesday
1811,45408,25000000,30,441286195,Mrs. Doubtfire,7.0,1591,4885,1993,Nov,Wednesday
1812,45409,25000000,49,412800000,Rain Man,7.6,1709,5037,1988,Dec,Sunday
1813,45410,33000000,50,269958228,Gran Torino,7.8,3086,5087,2008,Dec,Tuesday
1814,45411,25100000,10,29506464,W.,6.1,143,4839,2008,Oct,Friday
1818,45415,22000000,104,321365567,Schindler's List,8.3,4329,4799,1993,Nov,Monday
1820,45417,28000000,20,8555008,The Fifth Estate,5.7,364,4872,2013,Oct,Friday
1821,45418,0,22,181466833,Scooby-Doo 2: Monsters Unleashed,5.4,500,4913,2004,Mar,Wednesday
1824,45421,0,7,0,The Face of an Angel,4.7,64,5549,2014,Sep,Saturday
1828,45425,25000000,38,76270454,The Untouchables,7.6,1384,4967,1987,Jun,Tuesday
1829,45426,25000000,53,171600000,No Country for Old Men,7.7,3003,5135,2007,Nov,Thursday
1830,45427,25000000,28,153997819,Ride Along,6.1,853,4894,2014,Jan,Tuesday
1832,45429,25000000,28,152500343,Chocolat,6.8,951,5405,2000,Dec,Thursday
1834,45431,25000000,14,119772232,Parental Guidance,5.7,210,5203,2012,Dec,Tuesday
1835,45432,25000000,38,147780440,No Strings Attached,6.1,1331,5005,2011,Jan,Friday
1837,45434,25000000,19,91036760,Romeo Must Die,6.0,330,5061,2000,Mar,Monday
1838,45435,2800000,25,60922980,The Omen,7.2,476,4866,1976,Jun,Sunday
1840,45437,25000000,26,99357138,The Lucky One,6.8,946,5375,2012,Apr,Thursday
1842,45439,25000000,34,116766556,Finding Neverland,7.2,1223,4773,2004,Oct,Sunday
1843,45440,0,5,0,A Madea Christmas,7.0,35,5554,2013,Dec,Friday
1846,45443,26000000,29,90574188,Anchorman: The Legend of Ron Burgundy,6.7,1493,4925,2004,Jul,Friday
1847,45444,25000000,63,46836394,GoodFellas,8.2,3128,4809,1990,Sep,Wednesday
1849,45446,25000000,24,122489822,Nanny McPhee,6.4,711,5367,2005,Oct,Friday
1850,45447,25000000,70,65884703,Scarface,8.0,2948,4967,1983,Dec,Thursday
1854,45451,0,7,0,Money Talks,5.9,87,4786,1997,Aug,Friday
1855,45452,25000000,37,77208711,There Will Be Blood,7.9,1537,5363,2007,Dec,Friday
1858,45455,25000000,6,41604473,Undercover Brother,5.5,112,5338,2002,May,Friday
1864,45461,25000000,53,66980456,The Giver,6.4,1798,4880,2014,Aug,Monday
1868,45465,25000000,12,56489558,Cradle 2 the Grave,5.8,236,5061,2003,Feb,Friday
1869,45466,25000000,20,41597830,The Hours,7.0,451,5323,2002,Dec,Friday
1870,45467,20000000,10,33889159,She's the Man,6.4,671,5203,2006,Mar,Friday
1879,45476,25000000,19,34942188,The Sitter,5.4,325,5231,2011,Dec,Friday
1883,45480,27000000,17,25023434,Kingpin,6.7,244,5067,1996,Jul,Thursday
